SNo,Rank,Allotted Quota,Allotted Institute,Course,Allotted Category,Candidate Category,Remarks
36,128882,All India,"GOVT. DENTAL COLLEGE, KOTTAYAM,Government Dental College,
P.O.Gandhinagar
Kottayam- 686008",BDS,OBC,OBC,Allotted
37,129194,All India,"Rajah Muthiah Dental College and Hos. , Annamalai ,ANNAMALAI UNIVERSITY
ANNAMALAI NAGAR
CHIDAMBARAM TK",BDS,Open,OBC,Allotted
38,130329,All India,"NAIR HOSP DENTAL COLLEGE & HOSP,MUMBAI,Dr. A.L. Nair Road, Mumbai
Central, Mumbai - 400 008",BDS,OBC,OBC,Allotted
39,130331,All India,"GOVT. DC & RESEARCH INSt., BELLARY,GOVT DENTAL COLLEGE AND RI, VIMS
CAMPUS, CANTONMENT BELLARY",BDS,Open,GN,Allotted
40,131404,All India,"Jawaharlal Nehru Institute of Dental Sciences, Imphal,Porompat, Imphal East,
Manipur, Manipur, 795005",BDS,Open,GN,Allotted
41,131611,All India,"DC, RIMS, Imphal,PO Lamphelpat, Imphal West District",BDS,Open,GN,Allotted
42,131905,All India,"Govt Dental College RIMS Kadapa,PRINCIPAL GOVT DENTAL COLLEGE, RIMS,
PUTLAMPALLI KADAPA State ANDHRA PRADESH Pin 516004, Andhra Pradesh,
516004",BDS,Open,GN,Allotted
43,132184,All India,"Rajah Muthiah Dental College and Hos. , Annamalai ,ANNAMALAI UNIVERSITY
ANNAMALAI NAGAR
CHIDAMBARAM TK",BDS,OBC,OBC,Allotted
44,134711,All India,"GOA DENTAL COLLEGE & HOSPITAL, GOA,Bambolim,Goa",BDS,Open,GN,Allotted
45,135639,All India,"Government Dental College, Thrissur,MEDICAL COLLEGE(P O) THRISSUR",BDS,OBC,OBC,Allotted
46,136843,All India,"DC, RIMS, Imphal,PO Lamphelpat, Imphal West District",BDS,Open,EWS,Allotted
47,137297,All India,"Burdwan Dental College & Hospital, Burdwan,POWER HOUSE PARA, BURDWAN
TOWN.
PURBA BARDHAMAN. W.B- 713101",BDS,OBC,OBC,Allotted
48,137852,All India,"PB. GOVT. DENTAL COLLEGE & HOSP,AMRITSAR,Majitha Road,Amritsar, Punjab,
143001",BDS,EWS,EWS,Allotted
49,137985,All India,"GOA DENTAL COLLEGE & HOSPITAL, GOA,Bambolim,Goa",BDS,Open,GN,Allotted
50,142241,All India,"Burdwan Dental College & Hospital, Burdwan,POWER HOUSE PARA, BURDWAN
TOWN.
PURBA BARDHAMAN. W.B- 713101",BDS,OBC,OBC,Allotted
51,142533,All India,"ESIC Dental College, Gulbarga,Gulbarga University Campus, Sedam Road, Gulbarga",BDS,Open,EWS,Allotted
52,143377,All India,"Govt Dental College RIMS Kadapa,PRINCIPAL GOVT DENTAL COLLEGE, RIMS,
PUTLAMPALLI KADAPA State ANDHRA PRADESH Pin 516004, Andhra Pradesh,
516004",BDS,Open,OBC,Allotted
53,144474,All India,"Dental Institue, RIMS, Ranchi,Dental Institute, Rajendra Institute of Medical Sciences,
Bariatu,Ranchi",BDS,OBC,OBC,Allotted
54,146555,All India,"ESIC Dental College, Gulbarga,Gulbarga University Campus, Sedam Road, Gulbarga",BDS,EWS,EWS,Allotted
55,148389,All India,"GOVT. DENTAL COLLEGE & HOSP.,MUMBAI,St Georges Hospital Compound P D
Mellow road Fort Mumbai, Maharashtra, 400001",BDS,OBC,OBC,Allotted
56,149083,All India,"Burdwan Dental College & Hospital, Burdwan,POWER HOUSE PARA, BURDWAN
TOWN.
PURBA BARDHAMAN. W.B- 713101",BDS,OBC,OBC,Allotted
57,150963,All India,"GOVT. DC & RESEARCH INSt., BELLARY,GOVT DENTAL COLLEGE AND RI, VIMS
CAMPUS, CANTONMENT BELLARY",BDS,Open,EWS,Allotted
58,150989,All India,"Government Dental College and Hospital, Vijayawada,Government Dental College and
Hospital, Machavaram Post, Vijayawada - 520004",BDS,Open,OBC,Allotted
59,151244,All India,"GOVT. DC & RESEARCH INSt., BELLARY,GOVT DENTAL COLLEGE AND RI, VIMS
CAMPUS, CANTONMENT BELLARY",BDS,Open,EWS,Allotted
60,151337,All India,"Government Dental College and Hospital, Vijayawada,Government Dental College and
Hospital, Machavaram Post, Vijayawada - 520004",BDS,Open,EWS,Allotted
61,153090,All India,"GOVT DEN COLL DENTAL WING PATIALA,Govt.Dental College and Hospital,Patiala,
Punjab, 147001",BDS,OBC,OBC,Allotted
62,153786,All India,"GOVT DENTAL COLLEGE Kannur,Pariyaram Medical College P O, Kannur, Kerala,
Kerala, 670503",BDS,OBC,OBC,Allotted
63,154109,All India,"GOVT. DENTAL COLLEGE & HOSP.,MUMBAI,St Georges Hospital Compound P D
Mellow road Fort Mumbai, Maharashtra, 400001",BDS,SC,SC,Allotted
64,155096,All India,"Dental Institue, RIMS, Ranchi,Dental Institute, Rajendra Institute of Medical Sciences,
Bariatu,Ranchi",BDS,OBC,OBC,Allotted
65,156257,All India,"Govt Dental College RIMS Kadapa,PRINCIPAL GOVT DENTAL COLLEGE, RIMS,
PUTLAMPALLI KADAPA State ANDHRA PRADESH Pin 516004, Andhra Pradesh,
516004",BDS,Open,GN,Allotted
66,159524,All India,"Jawaharlal Nehru Institute of Dental Sciences, Imphal,Porompat, Imphal East,
Manipur, Manipur, 795005",BDS,OBC,OBC,Allotted
67,160119,All India,"GOVT. COLLEGE OF DENTISTRY, INDORE,1 Sardar Patel Marg
Indore",BDS,OBC,OBC,Allotted
68,160880,All India,"GOVT. DENTAL COLL.& HOSP., JAMNAGAR,Opp. City Police Line,
Navagam Ghed,
Jamnagar",BDS,OBC,OBC,Allotted
69,160912,All India,"GOA DENTAL COLLEGE & HOSPITAL, GOA,Bambolim,Goa",BDS,OBC,OBC,Allotted
70,163417,"IP University
Quota","ESIC Dental College and Hospital,ESIC Hospital, Sector 15, Rohini, Delhi (NCT),
110085",BDS,OBC,OBC,Allotted
71,163838,All India,"Government Dental College and Hospital, Vijayawada,Government Dental College and
Hospital, Machavaram Post, Vijayawada - 520004",BDS,OBC,OBC,Allotted
72,163883,All India,"DC, RIMS, Imphal,PO Lamphelpat, Imphal West District",BDS,OBC,OBC,Allotted
73,166681,All India,"Jawaharlal Nehru Institute of Dental Sciences, Imphal,Porompat, Imphal East,
Manipur, Manipur, 795005",BDS,OBC,OBC,Allotted
74,167479,All India,"Government Dental College Hyderabad,GOVERNMENT DENTAL COLLEGE AND
HOSPITAL,
AFZALGUNJ, HYDERABAD - 500012, Telangana, 500012",BDS,EWS,EWS,Allotted
75,168966,All India,"Govt Dental College RIMS Kadapa,PRINCIPAL GOVT DENTAL COLLEGE, RIMS,
PUTLAMPALLI KADAPA State ANDHRA PRADESH Pin 516004, Andhra Pradesh,
516004",BDS,OBC,OBC,Allotted
76,173796,All India,"DC, RIMS, Imphal,PO Lamphelpat, Imphal West District",BDS,EWS,EWS,Allotted
77,175720,"Open Seat
Quota","IMS BHU Dental, Varanasi,Institute of Medical Sciences, Banaras Hindu University",BDS,SC,SC,Allotted
78,178121,All India,"Government Dental College, Thrissur,MEDICAL COLLEGE(P O) THRISSUR",BDS,EWS,EWS,Allotted
79,192887,"IP University
Quota","ESIC Dental College and Hospital,ESIC Hospital, Sector 15, Rohini, Delhi (NCT),
110085",BDS,OBC,OBC,Allotted
80,218634,"Delhi
University
Quota","Maulana Azad Institute of Dental Sciences, New Delhi,MAMC Complex, B.S. Zafar
Marg, New Delhi, Delhi (NCT), 110002",BDS,SC,SC,Allotted
81,227731,All India,"REGIONAL DENTAL COLLEGE, GUWAHATI,PO Indrapur,Bhangagarh, Guwahati",BDS,SC,SC,Allotted
82,228354,"B.Sc
Nursing All
India","College of Nursing Florence Nightingale CON, New
Delhi,collegeofnursinggtbh@gmail.com, Delhi (NCT), 110095",B.Sc. Nursing,Open,OBC,Allotted
83,229180,"B.Sc
Nursing All
India","College of Nursing Bhopal Nursing College, BMHRC, BHOPAL,Bhopal Memorial
Hospital and Research Centre Raisen bypass road karond bhopal, Madhya Pradesh,
462038",B.Sc. Nursing,Open,GN,Allotted
84,232377,All India,"GOVT. DENTAL COLLEGE, SHIMLA,HP GOVERNMENT DENTAL COLLEGE AND
HOSPITAL SHIMLA",BDS,SC,SC,Allotted
85,232779,All India,"ESIC Dental College and Hospital,ESIC Hospital, Sector 15, Rohini, Delhi (NCT),
110085",BDS,SC,SC,Allotted
86,238704,All India,"NAIR HOSP DENTAL COLLEGE & HOSP,MUMBAI,Dr. A.L. Nair Road, Mumbai
Central, Mumbai - 400 008",BDS,SC,SC,Allotted
87,255349,"B.Sc
Nursing All
India","College of Nursing Bhopal Nursing College, BMHRC, BHOPAL,Bhopal Memorial
Hospital and Research Centre Raisen bypass road karond bhopal, Madhya Pradesh,
462038",B.Sc. Nursing,Open,OBC,Allotted
88,255420,All India,"TAMILNADU GOVT D.C. & HOSP, CHENNAI,No. 1, TNPSC SALAI, PARK TOWN,
CHENNAI 600003, Tamil Nadu, 600003",BDS,SC,SC,Allotted
89,255514,"B.Sc
Nursing All
India","College of Nursing LHMC, New Delhi,College of Nursing Lady Hardinge Medical
College & Associated Hospitals New Delhi, Delhi (NCT), 110001",B.Sc. Nursing,Open,OBC,Allotted
90,256193,"B.Sc
Nursing All
India","College of Nursing BHU, VARANASI,The Director Institute of Medical Sciences
Banaras Hindu University, Uttar Pradesh, 221005",B.Sc. Nursing,Open,OBC,Allotted
91,256357,"B.Sc
Nursing All
India","College of Nursing LHMC, New Delhi,College of Nursing Lady Hardinge Medical
College & Associated Hospitals New Delhi, Delhi (NCT), 110001",B.Sc. Nursing,Open,OBC,Allotted
92,256829,"B.Sc
Nursing All
India","College of Nursing Bhopal Nursing College, BMHRC, BHOPAL,Bhopal Memorial
Hospital and Research Centre Raisen bypass road karond bhopal, Madhya Pradesh,
462038",B.Sc. Nursing,Open,OBC,Allotted
93,256852,"B.Sc
Nursing All
India","College of Nursing BHU, VARANASI,The Director Institute of Medical Sciences
Banaras Hindu University, Uttar Pradesh, 221005",B.Sc. Nursing,Open,OBC,Allotted
94,257665,"B.Sc
Nursing All
India","College of Nursing Safdarjung Hospital, New Delhi,College of Nursing VMMC and
Safdarjang Hospital New Delhi, Delhi (NCT), 110029",B.Sc. Nursing,Open,OBC,Allotted
95,260179,"B.Sc
Nursing All
India","College of Nursing BHU, VARANASI,The Director Institute of Medical Sciences
Banaras Hindu University, Uttar Pradesh, 221005",B.Sc. Nursing,Open,GN,Allotted
96,260555,"B.Sc
Nursing All
India","College of Nursing LHMC, New Delhi,College of Nursing Lady Hardinge Medical
College & Associated Hospitals New Delhi, Delhi (NCT), 110001",B.Sc. Nursing,Open,OBC,Allotted
97,262725,"B.Sc
Nursing All
India","College of Nursing Bhopal Nursing College, BMHRC, BHOPAL,Bhopal Memorial
Hospital and Research Centre Raisen bypass road karond bhopal, Madhya Pradesh,
462038",B.Sc. Nursing,Open,OBC,Allotted
98,262754,"B.Sc
Nursing All
India","College of Nursing RAK CON, New Delhi,Rajkumari Amrit Kaur College of Nursing
Lajpat Nagar IV Near Moolchand Metro Station, Delhi (NCT), 110024",B.Sc. Nursing,Open,OBC,Allotted
99,266468,All India,"GOVT. D.C. & RESEARCH INST,BANGALORE,FORT, VICTORIA HOSPITAL
CAMPUS, BANGALORE",BDS,SC,SC,Allotted
100,266549,All India,"GOVT. DC & RESEARCH INSt., BELLARY,GOVT DENTAL COLLEGE AND RI, VIMS
CAMPUS, CANTONMENT BELLARY",BDS,SC,SC,Allotted
101,269223,"B.Sc
Nursing All
India","College of Nursing Safdarjung Hospital, New Delhi,College of Nursing VMMC and
Safdarjang Hospital New Delhi, Delhi (NCT), 110029",B.Sc. Nursing,Open,GN,Allotted
102,270433,"B.Sc
Nursing All
India","College of Nursing Safdarjung Hospital, New Delhi,College of Nursing VMMC and
Safdarjang Hospital New Delhi, Delhi (NCT), 110029",B.Sc. Nursing,Open,OBC,Allotted
103,271817,"B.Sc
Nursing All
India","College of Nursing Bhopal Nursing College, BMHRC, BHOPAL,Bhopal Memorial
Hospital and Research Centre Raisen bypass road karond bhopal, Madhya Pradesh,
462038",B.Sc. Nursing,Open,OBC,Allotted
104,272757,"B.Sc
Nursing All
India","College of Nursing Dr. RML Hospital, New Delhi,Baba Kharak Singh Marg College of
Nursing Dr RML Hospital, Delhi (NCT), 110001",B.Sc. Nursing,Open,OBC,Allotted
105,274720,"B.Sc
Nursing All
India","College of Nursing BHU, VARANASI,The Director Institute of Medical Sciences
Banaras Hindu University, Uttar Pradesh, 221005",B.Sc. Nursing,OBC,OBC,Allotted
106,274792,"B.Sc
Nursing All
India","College of Nursing Dr. RML Hospital, New Delhi,Baba Kharak Singh Marg College of
Nursing Dr RML Hospital, Delhi (NCT), 110001",B.Sc. Nursing,Open,GN,Allotted
107,277309,"B.Sc
Nursing All
India","College of Nursing Dr. RML Hospital, New Delhi,Baba Kharak Singh Marg College of
Nursing Dr RML Hospital, Delhi (NCT), 110001",B.Sc. Nursing,OBC,OBC,Allotted
108,279001,All India,"GOVT. DENTAL COLL.& HOSP., JAMNAGAR,Opp. City Police Line,
Navagam Ghed,
Jamnagar",BDS,SC,SC,Allotted
109,279313,All India,"TAMILNADU GOVT D.C. & HOSP, CHENNAI,No. 1, TNPSC SALAI, PARK TOWN,
CHENNAI 600003, Tamil Nadu, 600003",BDS,SC,SC,Allotted
110,279381,All India,"DC, RIMS, Imphal,PO Lamphelpat, Imphal West District",BDS,SC,SC,Allotted
111,279682,"B.Sc
Nursing All
India","College of Nursing BHU, VARANASI,The Director Institute of Medical Sciences
Banaras Hindu University, Uttar Pradesh, 221005",B.Sc. Nursing,OBC,OBC,Allotted
112,280964,"B.Sc
Nursing All
India","College of Nursing RAK CON, New Delhi,Rajkumari Amrit Kaur College of Nursing
Lajpat Nagar IV Near Moolchand Metro Station, Delhi (NCT), 110024",B.Sc. Nursing,OBC,OBC,Allotted
113,282105,All India,"Jawaharlal Nehru Institute of Dental Sciences, Imphal,Porompat, Imphal East,
Manipur, Manipur, 795005",BDS,SC,SC,Allotted
114,285627,"B.Sc
Nursing All
India","College of Nursing Bhopal Nursing College, BMHRC, BHOPAL,Bhopal Memorial
Hospital and Research Centre Raisen bypass road karond bhopal, Madhya Pradesh,
462038",B.Sc. Nursing,OBC,OBC,Allotted
115,288995,"B.Sc
Nursing All
India","College of Nursing Bhopal Nursing College, BMHRC, BHOPAL,Bhopal Memorial
Hospital and Research Centre Raisen bypass road karond bhopal, Madhya Pradesh,
462038",B.Sc. Nursing,OBC,OBC,Allotted
116,289816,All India,"GOVT. DENTAL COLLEGE, TRIVANDRUM,Govt Dental College Thiruvananthapuram
Kerala",BDS,SC,SC,Allotted
117,291483,All India,"Govt Dental College RIMS Kadapa,PRINCIPAL GOVT DENTAL COLLEGE, RIMS,
PUTLAMPALLI KADAPA State ANDHRA PRADESH Pin 516004, Andhra Pradesh,
516004",BDS,SC,SC,Allotted
118,293110,All India,"ESIC Dental College, Gulbarga,Gulbarga University Campus, Sedam Road, Gulbarga",BDS,SC,SC,Allotted
119,295075,"B.Sc
Nursing All
India","College of Nursing Bhopal Nursing College, BMHRC, BHOPAL,Bhopal Memorial
Hospital and Research Centre Raisen bypass road karond bhopal, Madhya Pradesh,
462038",B.Sc. Nursing,OBC,OBC,Allotted
120,296842,All India,"GOVT DENTAL COLLEGE Kannur,Pariyaram Medical College P O, Kannur, Kerala,
Kerala, 670503",BDS,SC,SC,Allotted
121,298944,"B.Sc
Nursing All
India","College of Nursing Bhopal Nursing College, BMHRC, BHOPAL,Bhopal Memorial
Hospital and Research Centre Raisen bypass road karond bhopal, Madhya Pradesh,
462038",B.Sc. Nursing,OBC,OBC,Allotted
122,299164,All India,"M.G.D.C. & HOSPITAL, PUDUCHERRY,GOVT. OF PUDUCHERRY INSTITUTION,
GORIMEDU, PONDICHERRY",BDS,SC,SC,Allotted
123,302999,"B.Sc
Nursing All
India","College of Nursing Bhopal Nursing College, BMHRC, BHOPAL,Bhopal Memorial
Hospital and Research Centre Raisen bypass road karond bhopal, Madhya Pradesh,
462038",B.Sc. Nursing,OBC,OBC,Allotted
124,303101,All India,"Govt Dental College RIMS Kadapa,PRINCIPAL GOVT DENTAL COLLEGE, RIMS,
PUTLAMPALLI KADAPA State ANDHRA PRADESH Pin 516004, Andhra Pradesh,
516004",BDS,SC,SC,Allotted
125,315600,All India,"Rajah Muthiah Dental College and Hos. , Annamalai ,ANNAMALAI UNIVERSITY
ANNAMALAI NAGAR
CHIDAMBARAM TK",BDS,SC,SC,Allotted
126,319165,All India,"ESIC Dental College, Gulbarga,Gulbarga University Campus, Sedam Road, Gulbarga",BDS,SC,SC,Allotted
127,320039,All India,"Government Dental College, Alappuzha,Government Dental College
T.D Medical College (PO)
Alappuzha,Kerala",BDS,SC,SC,Allotted
128,320100,All India,"GOVT. DENTAL COLLEGE, KOTTAYAM,Government Dental College,
P.O.Gandhinagar
Kottayam- 686008",BDS,SC,SC,Allotted
129,330804,"B.Sc
Nursing All
India","College of Nursing Bhopal Nursing College, BMHRC, BHOPAL,Bhopal Memorial
Hospital and Research Centre Raisen bypass road karond bhopal, Madhya Pradesh,
462038",B.Sc. Nursing,SC,SC,Allotted
130,342363,"B.Sc
Nursing All
India","College of Nursing BHU, VARANASI,The Director Institute of Medical Sciences
Banaras Hindu University, Uttar Pradesh, 221005",B.Sc. Nursing,SC,SC,Allotted
131,344284,All India,"Govt Dental College RIMS Kadapa,PRINCIPAL GOVT DENTAL COLLEGE, RIMS,
PUTLAMPALLI KADAPA State ANDHRA PRADESH Pin 516004, Andhra Pradesh,
516004",BDS,ST,ST,Allotted
132,345250,"B.Sc
Nursing All
India","College of Nursing BHU, VARANASI,The Director Institute of Medical Sciences
Banaras Hindu University, Uttar Pradesh, 221005",B.Sc. Nursing,SC,SC,Allotted
133,348377,"B.Sc
Nursing All
India","College of Nursing BHU, VARANASI,The Director Institute of Medical Sciences
Banaras Hindu University, Uttar Pradesh, 221005",B.Sc. Nursing,SC,SC,Allotted
134,355177,"B.Sc
Nursing All
India","College of Nursing Bhopal Nursing College, BMHRC, BHOPAL,Bhopal Memorial
Hospital and Research Centre Raisen bypass road karond bhopal, Madhya Pradesh,
462038",B.Sc. Nursing,SC,SC,Allotted
135,356233,"B.Sc
Nursing All
India","College of Nursing Bhopal Nursing College, BMHRC, BHOPAL,Bhopal Memorial
Hospital and Research Centre Raisen bypass road karond bhopal, Madhya Pradesh,
462038",B.Sc. Nursing,SC,SC,Allotted
136,377935,"B.Sc
Nursing All
India","College of Nursing Bhopal Nursing College, BMHRC, BHOPAL,Bhopal Memorial
Hospital and Research Centre Raisen bypass road karond bhopal, Madhya Pradesh,
462038",B.Sc. Nursing,EWS,EWS,Allotted
137,393861,"B.Sc
Nursing All
India","College of Nursing Safdarjung Hospital, New Delhi,College of Nursing VMMC and
Safdarjang Hospital New Delhi, Delhi (NCT), 110029",B.Sc. Nursing,SC,SC,Allotted
138,414267,"B.Sc
Nursing All
India","College of Nursing Dr. RML Hospital, New Delhi,Baba Kharak Singh Marg College of
Nursing Dr RML Hospital, Delhi (NCT), 110001",B.Sc. Nursing,SC,SC,Allotted
139,419185,"B.Sc
Nursing All
India","College of Nursing Dr. RML Hospital, New Delhi,Baba Kharak Singh Marg College of
Nursing Dr RML Hospital, Delhi (NCT), 110001",B.Sc. Nursing,SC,SC,Allotted
140,452698,"B.Sc
Nursing All
India","College of Nursing Bhopal Nursing College, BMHRC, BHOPAL,Bhopal Memorial
Hospital and Research Centre Raisen bypass road karond bhopal, Madhya Pradesh,
462038",B.Sc. Nursing,SC,SC,Allotted
141,459751,All India,"GOVT. DENTAL COLLEGE & HOSP.,MUMBAI,St Georges Hospital Compound P D
Mellow road Fort Mumbai, Maharashtra, 400001",BDS,ST,ST,Allotted
142,462124,"B.Sc
Nursing All
India","College of Nursing Dr. RML Hospital, New Delhi,Baba Kharak Singh Marg College of
Nursing Dr RML Hospital, Delhi (NCT), 110001",B.Sc. Nursing,SC,SC,Allotted
143,469961,"B.Sc
Nursing All
India","College of Nursing RAK CON, New Delhi,Rajkumari Amrit Kaur College of Nursing
Lajpat Nagar IV Near Moolchand Metro Station, Delhi (NCT), 110024",B.Sc. Nursing,SC,SC,Allotted
144,478157,"B.Sc
Nursing All
India","College of Nursing Safdarjung Hospital, New Delhi,College of Nursing VMMC and
Safdarjang Hospital New Delhi, Delhi (NCT), 110029",B.Sc. Nursing,SC,SC,Allotted
145,492009,All India,"GOVT. DENTAL COLLEGE & HOSP.,AURANGABAD,Government Medical College
and Hospital Campus Dhanwantari Nagar Ghati Aurangabad, Maharashtra, 431001",BDS,ST,ST,Allotted
146,518598,All India,"Burdwan Dental College & Hospital, Burdwan,POWER HOUSE PARA, BURDWAN
TOWN.
PURBA BARDHAMAN. W.B- 713101",BDS,ST,ST,Allotted
147,522985,All India,"GOA DENTAL COLLEGE & HOSPITAL, GOA,Bambolim,Goa",BDS,ST,ST,Allotted
148,575858,All India,"GDC,PT.BDS UNIV.OF HEALTH SCI,ROHTAK,Post Graduate Institute of Dental
Sciences, Rohtak, Haryana, 124001",BDS,ST,ST,Allotted
149,618594,All India,"GOVT DEN COLL DENTAL WING PATIALA,Govt.Dental College and Hospital,Patiala,
Punjab, 147001",BDS,ST,ST,Allotted
150,634482,All India,"ESIC Dental College, Gulbarga,Gulbarga University Campus, Sedam Road, Gulbarga",BDS,ST,ST,Allotted
151,638916,All India,"TAMILNADU GOVT D.C. & HOSP, CHENNAI,No. 1, TNPSC SALAI, PARK TOWN,
CHENNAI 600003, Tamil Nadu, 600003",BDS,ST,ST,Allotted
