SNo,RollNo,Rank,Allotted Quota,Allotted Institute,Course,Allotted Category,Candidate Category,Remarks
9318,2001322188,46024,Deemed/Paid Seats Quota,"Kasturba Medical College,
Manipal Univ., Mangalore",MBBS,Open,GN,Allotted
9319,1502116292,46049,B.Sc Nursing All India,"College of Nursing LHMC, New
Delhi",B.Sc. Nursing,Open,OBC,Allotted
9320,9902002825,46057,Deemed/Paid Seats Quota,"JSS Medical College, Jagadguru",MBBS,Open,GN,Allotted
9321,4416001719,46085,Muslim Minority Quota,"Hamdard Inst. of Med. Sciences
and Research, New Delhi",MBBS,Open,GN,Allotted
9322,4416008206,46093,Muslim Minority Quota,"Hamdard Inst. of Med. Sciences
and Research, New Delhi",MBBS,Open,GN,Allotted
9323,4405110094,46121,Open Seat Quota,"AIIMS, Gorakhpur",MBBS,ST,ST,Allotted
9324,2807001700,46129,"Employees State Insurance
Scheme(ESI)","ESIC Medical College, Hyderbad",MBBS,Open,GN,Allotted
9325,3604014396,46142,All India,"V.S.S. MEDICAL COLLEGE,
BURLA",MBBS,SC,SC,Allotted
9326,1204004408,46174,Open Seat Quota,"AIIMS, Bibi Nagar, Hyderabad",MBBS,ST,ST,Allotted
9327,3118007413,46176,Deemed/Paid Seats Quota,"SYMBIOSIS MEDICAL
COLLEGE FOR WOMEN PUNE",MBBS,Open,GN,Allotted
9328,3111014191,46216,All India,"INDIRA GANDHI
GOVT.MEDICAL COLL.,
NAGPUR",MBBS,SC,SC,Allotted
9329,2001017208,46230,Deemed/Paid Seats Quota,"SYMBIOSIS MEDICAL
COLLEGE FOR WOMEN PUNE",MBBS,Open,GN,Allotted
9330,2001108005,46238,B.Sc Nursing All India,"College of Nursing Safdarjung
Hospital, New Delhi",B.Sc. Nursing,Open,GN,Allotted
9331,4405009134,46261,Deemed/Paid Seats Quota,"Kasturba Medical College,
Manipal Univ., Mangalore",MBBS,Open,GN,Allotted
9332,3903218254,46262,All India,"GOVT.MEDICAL COLLEGE,
KOTA",MBBS,ST,ST,Allotted
9333,4204002364,46276,All India,Osmania Medical College Koti,MBBS,SC,SC,Allotted
9334,3903001323,46303,Deemed/Paid Seats Quota,"Kasturba Medical College,
Manipal Univ., Mangalore",MBBS,Open,GN,Allotted
9335,3802009017,46326,All India,"Kalpana Chawla Govt. Medical
College, Karnal",MBBS,SC,SC,Allotted
9336,3902013291,46327,All India,"M.P. SHAH MEDICAL COLLEGE,
JAMNAGAR",MBBS,SC,SC,Allotted
9337,4201105240,46337,All India,"ESIC Medical College, Hyderbad",MBBS,SC,SC,Allotted
9338,4608003086,46340,B.Sc Nursing All India,"College of Nursing BHU,
VARANASI",B.Sc. Nursing,EWS,EWS,Allotted
9339,2808024097,46346,"Employees State Insurance
Scheme(ESI)","ESI-MC&PGIMS&R, Banglore",MBBS,OBC,OBC,Allotted
9340,3905108172,46351,Muslim Minority Quota,"Hamdard Inst. of Med. Sciences
and Research, New Delhi",MBBS,Open,OBC,Allotted
9341,4201105631,46384,All India,"Andhra Medical College,
Visakhapatnam",MBBS,ST,ST,Allotted
9342,3903041319,46386,All India,"GOVT.MEDICAL COLLEGE,
KOTA",MBBS,ST,ST,Allotted
9343,3902009015,46388,Open Seat Quota,AIIMS Rajkot,MBBS,ST,ST,Allotted
9344,2001206441,46393,Deemed/Paid Seats Quota,"Kasturba Medical College,
Manipal Univ., Mangalore",MBBS,Open,GN,Allotted
9345,4408011372,46421,Muslim Minority Quota,"Hamdard Inst. of Med. Sciences
and Research, New Delhi",MBBS,Open,OBC,Allotted
9346,3903102727,46442,All India,"GOA MEDICAL COLLEGE,
PANAJI",MBBS,SC,SC,Allotted
9347,4604003536,46446,Deemed/Paid Seats Quota,"SYMBIOSIS MEDICAL
COLLEGE FOR WOMEN PUNE",MBBS,Open,GN,Allotted
9348,1601011053,46481,All India,"Dr. YS Parmar Govt. Medical
College, Nahan",MBBS,SC,SC,Allotted
9349,4410007496,46489,Deemed/Paid Seats Quota,"Kasturba Medical College,
Manipal Univ., Mangalore",MBBS,Open,OBC,Allotted
9350,2001103298,46491,All India,"Government Medical College,
Bharatpur",MBBS,SC,SC,Allotted
9351,3701004267,46516,Internal -Puducherry UT Domicile,JIPMER KARAIKAL,MBBS,Open,OBC,Allotted
9352,4608101179,46519,All India,"BURDWAN MEDICAL
COLLEGE,BURDWAN",MBBS,SC,SC,Allotted
9353,2001202038,46521,All India,"B.R.D. MEDICAL COLLEGE,
GORAKHPUR",MBBS,SC,SC,Allotted
9354,1502115396,46615,Open Seat Quota,"AIIMS, Gorakhpur",MBBS,ST,ST,Allotted
9355,3801005287,46617,Open Seat Quota,AIIMS Bathinda,MBBS,Open PwD,GN PwD,Allotted
9356,3115034278,46647,All India,"Kalpana Chawla Govt. Medical
College, Karnal",MBBS,SC,SC,Allotted
9357,2702118310,46655,All India,"Sri Venkateswara Medical
College, Tirupati",MBBS,SC,SC,Allotted
9358,1504004451,46657,All India,"Lady Hardinge Medical College,
New Delhi",MBBS,Open PwD,EWS PwD,Allotted
9359,4411123702,46678,All India,"NORTH BENGAL
MED.COLL,DARJEELING",MBBS,SC,SC,Allotted
9360,1502028115,46681,All India,"ATAL BIHARI VAJPAYEE
GOVERNMENT MEDICAL
COLLEGE, VIDISHA",MBBS,SC,SC,Allotted
9361,2804020181,46738,"Employees State Insurance
Scheme(ESI)","ESIC Medical College, Hyderbad",MBBS,Open,GN,Allotted
9362,4501004566,46751,All India,"Government Doon Medcial
College, Dehradun",MBBS,ST,ST,Allotted
9363,2001017213,46762,All India,"Uttar Pradesh University of
Medical Sciences, Saifai, Etawah",MBBS,SC,SC,Allotted
9364,3903203515,46768,Deemed/Paid Seats Quota,"SYMBIOSIS MEDICAL
COLLEGE FOR WOMEN PUNE",MBBS,Open,GN,Allotted
9365,3104003431,46776,"Employees State Insurance
Scheme(ESI)","ESIC Medical College, Hyderbad",MBBS,Open,OBC,Allotted
9366,2001103551,46787,Delhi University Quota,"Lady Hardinge Medical College,
New Delhi",MBBS,SC,SC,Allotted
9367,3605003136,46798,Deemed/Paid Seats Quota,"Kalinga Institute of Medical
Sciences, Bhubaneswar",MBBS,Open,GN,Allotted
9368,2302007455,46807,Deemed/Paid Seats Quota,"SYMBIOSIS MEDICAL
COLLEGE FOR WOMEN PUNE",MBBS,Open,EWS,Allotted
9369,3903230024,46817,All India,"Government Medical College, Pali",MBBS,SC,SC,Allotted
9370,1503001337,46823,All India,"VARDHMAN INSTITUTE OF
MEDICAL SCIENCES, NALANDA",MBBS,SC,SC,Allotted
9371,2808102128,46837,All India,"GOVT. MEDICAL COLLEGE,
KOZHIKODE",MBBS,ST,ST,Allotted
9372,2603008245,46840,All India,"M.G.M. MEDICAL
COLLEGE,JAMSHEDPUR",MBBS,SC,SC,Allotted
9373,3701001514,46842,Internal -Puducherry UT Domicile,JIPMER KARAIKAL,MBBS,Open,OBC,Allotted
9374,3901001103,46885,All India,"Govt Medical College, Churu",MBBS,SC,SC,Allotted
9375,2806008324,46904,"Employees State Insurance
Scheme(ESI)","ESI-MC&PGIMS&R, Banglore",MBBS,OBC,OBC,Allotted
9376,2304005139,46918,Deemed/Paid Seats Quota,"Kasturba Medical College,
Manipal Univ., Mangalore",MBBS,Open,GN,Allotted
9377,1502106594,46932,B.Sc Nursing All India,"College of Nursing Safdarjung
Hospital, New Delhi",B.Sc. Nursing,Open,GN,Allotted
9378,2001109459,46959,Deemed/Paid Seats Quota,"Kasturba Medical College,
Manipal Univ., Mangalore",MBBS,Open,GN,Allotted
9379,1601002135,46977,Deemed/Paid Seats Quota,"Kasturba Medical College,
Manipal Univ., Mangalore",MBBS,Open,GN,Allotted
9380,4411003119,46996,Deemed/Paid Seats Quota,"Kasturba Medical College,
Manipal Univ., Mangalore",MBBS,Open,OBC,Allotted
9381,3903040241,47066,Deemed/Paid Seats Quota,"K.S Hegde Medical Academy,
Mangaluru",MBBS,Open,GN,Allotted
9382,4404002655,47074,Deemed/Paid Seats Quota,"Kasturba Medical College,
Manipal Univ., Mangalore",MBBS,Open,GN,Allotted
9383,3903022058,47138,All India,"Govt Medical College, Churu",MBBS,SC,SC,Allotted
9384,2806001151,47145,"Employees State Insurance
Scheme(ESI)","ESIC Medical College, Gulbarga",MBBS,Open,GN,Allotted
9385,3903034287,47160,"Employees State Insurance
Scheme(ESI)","SLBS Govt. Medical College,
Mandi",MBBS,OBC,OBC,Allotted
9386,2703012320,47205,All India,"KARNATAK INST. OF MEDICAL
SC.,HUBLI",MBBS,ST,ST,Allotted
9387,2603004579,47221,Deemed/Paid Seats Quota,"Manipal Tata Medical College,",MBBS,Open,GN,Allotted
9388,1402112355,47261,All India,"GUWAHATI MEDICAL
COLLEGE, GUWAHATI",MBBS,SC,SC,Allotted
9389,3903128264,47264,All India,"GANDHI MEDICAL COLLEGE,
BHOPAL",MBBS,SC,SC,Allotted
9390,3903018427,47269,All India,"JHALAWAR MEDICAL
COLLEGE, Jhalawar",MBBS,ST,ST,Allotted
9391,3904102102,47277,Deemed/Paid Seats Quota,"Jagadguru Gangadhar
Mahaswamigalu Moorusavirmath
Medical College, Hubballi",MBBS,Open,OBC,Allotted
9392,1502209389,47291,Deemed/Paid Seats Quota,"Kasturba Medical College,
Manipal Univ., Mangalore",MBBS,Open,OBC,Allotted
9393,2001003241,47293,Muslim Minority Quota,"Hamdard Inst. of Med. Sciences
and Research, New Delhi",MBBS,Open,GN,Allotted
9394,2001310492,47294,All India,"Pt. Jawahar Lal Nehru Govt. Med.
College, Chamba",MBBS,SC,SC,Allotted
9395,1402101030,47309,All India,"GUWAHATI MEDICAL
COLLEGE, GUWAHATI",MBBS,SC,SC,Allotted
9396,2810007041,47319,"Employees State Insurance
Scheme(ESI)","ESIC Medical College, Gulbarga",MBBS,Open,GN,Allotted
9397,2001119052,47351,Deemed/Paid Seats Quota,"Kasturba Medical College,
Manipal Univ., Mangalore",MBBS,Open,GN,Allotted
9398,2301004416,47384,Deemed/Paid Seats Quota,"Kasturba Medical College,
Manipal Univ., Mangalore",MBBS,Open,GN,Allotted
9399,1701004329,47388,All India,"G.R. MEDICAL COLLEGE,
GWALIOR",MBBS,SC,SC,Allotted
9400,2401012005,47408,Open Seat Quota,"AIIMS Bilaspur Changar
Palasiyan, Himachal Pradesh",MBBS,ST,ST,Allotted
9401,4408001012,47417,Deemed/Paid Seats Quota,"Kasturba Medical College,
Manipal Univ., Mangalore",MBBS,Open,OBC,Allotted
9402,3109009103,47425,All India,Osmania Medical College Koti,MBBS,ST,ST,Allotted
9403,1601005227,47439,Deemed/Paid Seats Quota,"Kasturba Medical College,
Manipal Univ., Mangalore",MBBS,Open,GN,Allotted
9404,4112012020,47461,All India,"K.A.P. VISWANATHAM
G.M.C.,TIRUCHIRAPALLI",MBBS,SC,SC,Allotted
9405,2810001344,47462,"Employees State Insurance
Scheme(ESI)","ESI-MC&PGIMS&R, Banglore",MBBS,OBC,OBC,Allotted
9406,3903219072,47464,All India,"Government Medical College, Pali",MBBS,SC,SC,Allotted
9407,2812005228,47473,B.Sc Nursing All India,"College of Nursing Safdarjung
Hospital, New Delhi",B.Sc. Nursing,Open,OBC,Allotted
9408,4102001394,47474,Deemed/Paid Seats Quota,"Kasturba Medical College,
Manipal Univ., Mangalore",MBBS,Open,GN,Allotted
9409,2803008324,47495,"Employees State Insurance
Scheme(ESI)","ESIC Medical College, Gulbarga",MBBS,Open,GN,Allotted
9410,2802002232,47552,"Employees State Insurance
Scheme(ESI)","ESIC Medical College, Gulbarga",MBBS,Open,GN,Allotted
9411,3903118239,47567,All India,"MEDICAL COLLEGE,
BHAVNAGAR",MBBS,SC,SC,Allotted
9412,2705019180,47578,All India,"KARNATAK INST. OF MEDICAL
SC.,HUBLI",MBBS,SC,SC,Allotted
9413,3903013238,47621,B.Sc Nursing All India,"College of Nursing Dr. RML
Hospital, New Delhi",B.Sc. Nursing,Open,EWS,Allotted
9414,2001224220,47648,B.Sc Nursing Delhi NCR,"College of Nursing Ahilya Bai
College of Nursing, Maulana
Azad Medical College",B.Sc. Nursing,Open,OBC,Allotted
9415,4112001504,47710,All India,"Govt. Medical College ESI and
Hospital, Coimbatore",MBBS,SC,SC,Allotted
9416,2001018122,47712,Deemed/Paid Seats Quota,"Kasturba Medical College,
Manipal Univ., Mangalore",MBBS,Open,GN,Allotted
9417,2302011288,47745,Deemed/Paid Seats Quota,"Kasturba Medical College,
Manipal Univ., Mangalore",MBBS,Open,GN,Allotted
9418,2001215050,47752,Muslim Minority Quota,"Hamdard Inst. of Med. Sciences
and Research, New Delhi",MBBS,Open,EWS,Allotted
9419,1502235003,47770,All India,"PATNA MEDICAL COLLEGE,
PATNA",MBBS,ST,ST,Allotted
9420,4102004890,47776,"Employees State Insurance
Scheme(ESI)","ESI-MC&PGIMS&R, Banglore",MBBS,OBC,OBC,Allotted
9421,2809020051,47799,"Employees State Insurance
Scheme(ESI)","ESI-MC&PGIMS&R, Banglore",MBBS,OBC,OBC,Allotted
9422,2805007163,47831,"Employees State Insurance
Scheme(ESI)","ESIC Medical College, Gulbarga",MBBS,Open,GN,Allotted
9423,1502306253,47840,B.Sc Nursing All India,"College of Nursing Bhopal
Nursing College, BMHRC,
BHOPAL",B.Sc. Nursing,EWS,EWS,Allotted
9424,4409003727,47844,Deemed/Paid Seats Quota,"Kasturba Medical College,
Manipal Univ., Mangalore",MBBS,Open,GN,Allotted
9425,3111103606,47845,All India,"INDIRA GANDHI
GOVT.MEDICAL COLL.,
NAGPUR",MBBS,SC,SC,Allotted
9426,3903138080,47846,All India,"Government Medical College, Pali",MBBS,SC,SC,Allotted
9427,3803001279,47895,All India,"GOVT. MEDICAL COLLEGE,
KOZHIKODE",MBBS,SC,SC,Allotted
9428,3903214303,47915,All India,"JHALAWAR MEDICAL
COLLEGE, Jhalawar",MBBS,ST,ST,Allotted
9429,3903012312,47927,All India,"Govt Medical College, Churu",MBBS,SC,SC,Allotted
9430,3905126172,47940,B.Sc Nursing All India,"College of Nursing Florence
Nightingale CON, New Delhi",B.Sc. Nursing,OBC,OBC,Allotted
9431,3701007423,47970,Internal -Puducherry UT Domicile,JIPMER KARAIKAL,MBBS,OBC,OBC,Allotted
9432,1502302765,47981,B.Sc Nursing All India,"College of Nursing LHMC, New
Delhi",B.Sc. Nursing,Open,OBC,Allotted
9433,4301003428,47995,All India,"ASSAM MEDICAL COLLEGE,
DIBRUGARH",MBBS,SC,SC,Allotted
9434,4116003193,48015,All India,"GOVT. MEDICAL
COLLEGE,TIRUNELVELI",MBBS,SC,SC,Allotted
9435,4113006301,48021,"Employees State Insurance
Scheme(ESI)","Govt. Medical College ESI and
Hospital, Coimbatore",MBBS,EWS,EWS,Allotted
9436,4201001777,48043,Open Seat Quota,"AIIMS, Bibi Nagar, Hyderabad",MBBS,ST,ST,Allotted
9437,4206003254,48059,All India,Osmania Medical College Koti,MBBS,ST,ST,Allotted
9438,4405108236,48089,Deemed/Paid Seats Quota,"Kasturba Medical College,
Manipal Univ., Mangalore",MBBS,Open,EWS,Allotted
9439,3903211237,48113,All India,"M.P. SHAH MEDICAL COLLEGE,
JAMNAGAR",MBBS,SC,SC,Allotted
9440,1502303458,48180,"Employees State Insurance
Scheme(ESI)","ESIC Medical College & Hospital,
Bihta",MBBS,Open,EWS,Allotted
9441,4410005155,48209,All India,"GMC, Shahjhanpur",MBBS,SC,SC,Allotted
9442,3701005507,48246,Internal -Puducherry UT Domicile,JIPMER KARAIKAL,MBBS,OBC,OBC,Allotted
9443,4503001027,48247,All India,"BANKURA SAMMILANI MED
COLL,BANKURA",MBBS,SC,SC,Allotted
9444,3905006231,48266,Deemed/Paid Seats Quota,"Kasturba Medical College,
Manipal Univ., Mangalore",MBBS,Open,GN,Allotted
9445,2706027140,48283,All India,"KARNATAK INST. OF MEDICAL
SC.,HUBLI",MBBS,SC,SC,Allotted
9446,3903005272,48291,Deemed/Paid Seats Quota,"Kasturba Medical College,
Manipal Univ., Mangalore",MBBS,Open,OBC,Allotted
9447,3903204309,48320,All India,"Govt Medical College, Dungarpur",MBBS,SC,SC,Allotted
9448,2001014077,48355,All India,"MAHARANI LAXMI BAI
MEDICAL COLL,JHANSI",MBBS,SC,SC,Allotted
9449,3905016341,48366,"Employees State Insurance
Scheme(ESI)","ESIC Medical College, Hyderbad",MBBS,OBC,OBC,Allotted
9450,3905010273,48372,Muslim Minority Quota,"Hamdard Inst. of Med. Sciences
and Research, New Delhi",MBBS,Open,GN,Allotted
9451,2811021106,48376,"Employees State Insurance
Scheme(ESI)","ESI-MC&PGIMS&R, Banglore",MBBS,OBC,OBC,Allotted
9452,3905003400,48382,All India,"Govt Medical College Barmer
Rajasthan",MBBS,SC,SC,Allotted
9453,3701010329,48383,Internal -Puducherry UT Domicile,JIPMER KARAIKAL,MBBS,OBC,OBC,Allotted
9454,4201003108,48457,Open Seat Quota,"AIIMS, Bibi Nagar, Hyderabad",MBBS,ST,ST,Allotted
9455,3903027111,48516,All India,"GANDHI MEDICAL COLLEGE,
BHOPAL",MBBS,SC,SC,Allotted
9456,1205013246,48517,All India,"Andhra Medical College,
Visakhapatnam",MBBS,SC,SC,Allotted
9457,3606001553,48545,All India,"V.S.S. MEDICAL COLLEGE,
BURLA",MBBS,SC,SC,Allotted
9458,2705104252,48561,All India,"KARNATAK INST. OF MEDICAL
SC.,HUBLI",MBBS,SC,SC,Allotted
9459,3905119149,48566,All India,"GOVT.MEDICAL
COLLEGE,THIRUVANANTHAPU
RAM",MBBS,SC,SC,Allotted
9460,3904001396,48624,"Employees State Insurance
Scheme(ESI)","ESIC Medical College, Gulbarga",MBBS,Open,GN,Allotted
9461,2001202669,48636,Deemed/Paid Seats Quota,"Kasturba Medical College,
Manipal Univ., Mangalore",MBBS,Open,GN,Allotted
9462,3904117153,48646,All India,"GANDHI MEDICAL COLLEGE,
BHOPAL",MBBS,SC,SC,Allotted
9463,4608133012,48670,All India,"Diamond Harbour Govt Medical
College",MBBS,SC,SC,Allotted
