SNo,RollNo,Rank,Allotted Quota,Allotted Institute,Course,Allotted Category,Candidate Category,Remarks
2593,4102007041,130328,Deemed/Paid Seats Quota,"BHAARATH MEDICAL
COLLEGE AND HOSPITAL",MBBS,Open,OBC,Allotted
2594,4407008199,130687,All India,"GOVT DENTAL COLLEGE
Kannur",BDS,SC,SC,Allotted
2595,4501004205,131203,All India,"TAMILNADU GOVT D.C. &
HOSP, CHENNAI",BDS,SC,SC,Allotted
2596,4109002172,131219,Deemed/Paid Seats Quota,"VMS Dental College, Salem",BDS,Open,GN,Allotted
2597,4101008334,131520,Deemed/Paid Seats Quota,"Sri Ramachandra Med. College
and Res. Inst., Chennai",MBBS,Open,GN,Allotted
2598,4118003420,131783,Deemed/Paid Seats Quota,"Saveetha Medical College,
Chennai",MBBS,Open,OBC,Allotted
2599,4108002489,132267,Deemed/Paid Seats Quota,"Sri Siddhartha Medical College
DU, Tumkur",MBBS,Open,OBC,Allotted
2600,2301005398,132629,All India,"GOVT. DENTAL COLLEGE &
HOSP.,MUMBAI",BDS,SC,SC,Allotted
2601,2001212195,132720,Deemed/Paid Seats Quota,"Mahatma Gandhi Medical
College, Pondicherry",MBBS,Open,GN,Allotted
2602,4101016127,133067,Deemed/Paid Seats Quota,"SRI LALITHAMBIGAI MEDICAL
COLLEGE & HOSPITAL",MBBS,Open,OBC,Allotted
2603,3901016377,133119,All India,"GOVT. DENTAL COLLEGE &
HOSP,AHMEDABAD",BDS,SC,SC,Allotted
2604,4108004532,133444,Deemed/Paid Seats Quota,"Saveetha Medical College,
Chennai",MBBS,Open,GN,Allotted
2605,4608129221,133524,Open Seat Quota,"IMS BHU Dental, Varanasi",BDS,SC,SC,Allotted
2606,4413002016,133540,All India,"ESIC Dental College, Gulbarga",BDS,SC,SC,Allotted
2607,2703017036,134182,Deemed/Paid Seats Quota,"Jagadguru Gangadhar
Mahaswamigalu Moorusavirmath
Medical College, Hubballi",MBBS,Open,OBC,Allotted
2608,2603003520,134189,Open Seat Quota,"IMS BHU Dental, Varanasi",BDS,SC,SC,Allotted
2609,3903024102,134254,All India,"GOVT. DENTAL COLLEGE &
HOSP.,MUMBAI",BDS,SC,SC,Allotted
2610,4108003574,134317,Deemed/Paid Seats Quota,"Meenakshi Medical College
Hospital and Research Institute,
Kanchipuram",MBBS,Open,OBC,Allotted
2611,4402013154,134388,Deemed/Paid Seats Quota,"Mahatma Gandhi Medical
College, Pondicherry",MBBS,Open,GN,Allotted
2612,4401011194,134592,All India,"GOVT. DENTAL COLLEGE,
KOZIKODE",BDS,SC,SC,Allotted
2613,2702004089,134631,Deemed/Paid Seats Quota,"Sri Siddhartha Medical College
DU, Tumkur",MBBS,Open,GN,Allotted
2614,4101007049,134786,Deemed/Paid Seats Quota,"Jagadguru Gangadhar
Mahaswamigalu Moorusavirmath
Medical College, Hubballi",MBBS,Open,GN,Allotted
2615,3111027273,134798,All India,"GOVT. DENTAL COLLEGE &
HOSP.,MUMBAI",BDS,SC,SC,Allotted
2616,1601006508,134813,Deemed/Paid Seats Quota,"SBKS Med. Inst. and Res.
Centre, Sumandeep Vidyapeeth",MBBS,Open,GN,Allotted
2617,4608109226,134832,Deemed/Paid Seats Quota,"Sri Ramachandra Med. College
and Res. Inst., Chennai",MBBS,Open,GN,Allotted
2618,3901008122,135489,All India,"GOVT. COLLEGE OF
DENTISTRY, INDORE",BDS,SC,SC,Allotted
2619,3903113383,135719,All India,"GOVT DEN COLL DENTAL
WING PATIALA",BDS,SC,SC,Allotted
2620,3903233343,135740,All India,"Burdwan Dental College &
Hospital, Burdwan",BDS,ST,ST,Allotted
2621,3110101561,135754,Deemed/Paid Seats Quota,"Dr. DY Patil Dental College and
Hosp. Pune",BDS,Open,GN,Allotted
2622,3113103412,135918,Deemed/Paid Seats Quota,"Jagadguru Gangadhar
Mahaswamigalu Moorusavirmath
Medical College, Hubballi",MBBS,Open,OBC,Allotted
2623,4402003012,136007,All India,"REGIONAL DENTAL COLLEGE,
GUWAHATI",BDS,SC,SC,Allotted
2624,4109006367,136032,Deemed/Paid Seats Quota,"ACS Medical College and
Hospital, Chennai",MBBS,Open,OBC,Allotted
2625,3003014267,136103,Deemed/Paid Seats Quota,"MM Inst. Med. and Research,
Mullana",MBBS,Open,GN,Allotted
2626,2811028256,136124,Deemed/Paid Seats Quota,"Jagadguru Gangadhar
Mahaswamigalu Moorusavirmath
Medical College, Hubballi",MBBS,Open,OBC,Allotted
2627,2703013009,136268,Deemed/Paid Seats Quota,"Jagadguru Gangadhar
Mahaswamigalu Moorusavirmath
Medical College, Hubballi",MBBS,Open,OBC,Allotted
2628,4102002481,136586,Deemed/Paid Seats Quota,"Sri Ramachandra Med. College
and Res. Inst., Chennai",MBBS,Open,OBC,Allotted
2629,3905001629,136839,IP University Quota,ESIC Dental College and Hospital,BDS,SC,SC,Allotted
2630,2702114152,136903,Deemed/Paid Seats Quota,"Jagadguru Gangadhar
Mahaswamigalu Moorusavirmath
Medical College, Hubballi",MBBS,Open,GN,Allotted
2631,2001102639,137103,All India,"GOVT DENTAL COLLEGE
Kannur",BDS,SC,SC,Allotted
2632,3114013286,137312,All India,"GOVT. DENTAL COLL.& HOSP.,
JAMNAGAR",BDS,SC,SC,Allotted
2633,3904105002,137437,All India,"GOVT. DENTAL COLLEGE &
HOSP.,NAGPUR",BDS,SC,SC,Allotted
2634,3113107285,137629,All India,"GOVT. DENTAL COLLEGE &
HOSP.,AURANGABAD",BDS,SC,SC,Allotted
2635,4101011216,138249,Deemed/Paid Seats Quota,"BHAARATH MEDICAL
COLLEGE AND HOSPITAL",MBBS,Open,OBC,Allotted
2636,3110112134,138294,Deemed/Paid Seats Quota,"MGM Medical College,
Aurangabad",MBBS,Open,OBC,Allotted
2637,4608001489,138364,All India,"Government Dental College,
Alappuzha",BDS,SC,SC,Allotted
2638,2001006554,138688,IP University Quota,ESIC Dental College and Hospital,BDS,SC,SC,Allotted
2639,4107005235,138704,Deemed/Paid Seats Quota,"VMKV Medical College and
Hospital, Salem",MBBS,Open,OBC,Allotted
2640,3608003228,138966,All India,"Government Dental College,
Thrissur",BDS,SC,SC,Allotted
2641,4408013439,139007,All India,"GOVT. DC & RESEARCH INSt.,
BELLARY",BDS,SC,SC,Allotted
2642,4410004176,139182,All India,"GOVT. DENTAL COLL.& HOSP.,
JAMNAGAR",BDS,SC,SC,Allotted
2643,4110004188,139366,Deemed/Paid Seats Quota,"ACS Medical College and
Hospital, Chennai",MBBS,Open,OBC,Allotted
2644,4101013120,139409,Deemed/Paid Seats Quota,"SRI LALITHAMBIGAI MEDICAL
COLLEGE & HOSPITAL",MBBS,Open,OBC,Allotted
2645,2001211376,139567,All India,"RUHS College of Dental Science,
Jaipur",BDS,ST,ST,Allotted
2646,3903005611,139617,All India,"Dental Institue, RIMS, Ranchi",BDS,ST,ST,Allotted
2647,4107005507,140066,Deemed/Paid Seats Quota,"Sri Lakshmi Narayana Inst. of
Med. Scien., Puducherry",MBBS,Open,OBC,Allotted
2648,4111003281,140181,Deemed/Paid Seats Quota,"ACS Medical College and
Hospital, Chennai",MBBS,Open,OBC,Allotted
2649,1505004317,140282,All India,"GOVT. DENTAL COLLEGE,
RAIPUR",BDS,SC,SC,Allotted
2650,1703002176,140317,Deemed/Paid Seats Quota,"SBKS Med. Inst. and Res.
Centre, Sumandeep Vidyapeeth",MBBS,Open,GN,Allotted
2651,4109005747,140466,Deemed/Paid Seats Quota,"Saveetha Medical College,
Chennai",MBBS,Open,GN,Allotted
2652,3903115337,140614,All India,"GOVT. DENTAL COLLEGE,
KOTTAYAM",BDS,SC,SC,Allotted
2653,4408113516,140668,All India,"Rajah Muthiah Dental College
and Hos. , Annamalai",BDS,SC,SC,Allotted
2654,3110001329,141452,Deemed/Paid Seats Quota,"MM Inst. Med. and Research,
Mullana",MBBS,Open,GN,Allotted
2655,4107002003,141627,Deemed/Paid Seats Quota,"VMKV Medical College and
Hospital, Salem",MBBS,Open,GN,Allotted
2656,2703030056,141901,Deemed/Paid Seats Quota,"Sri Siddhartha Medical College
DU, Tumkur",MBBS,Open,EWS,Allotted
2657,2708009113,142073,Deemed/Paid Seats Quota,"Sri Siddhartha Medical College
DU, Tumkur",MBBS,Open,OBC,Allotted
2658,2302017247,142327,Deemed/Paid Seats Quota,"SBKS Med. Inst. and Res.
Centre, Sumandeep Vidyapeeth",MBBS,Open,GN,Allotted
2659,3111120148,142393,Deemed/Paid Seats Quota,"JLN Medical College, Datta
Meghe, Wardha",MBBS,Open,GN,Allotted
2660,4101103098,142428,Deemed/Paid Seats Quota,"BHAARATH MEDICAL
COLLEGE AND HOSPITAL",MBBS,Open,OBC,Allotted
2661,4102003689,142477,Deemed/Paid Seats Quota,"Chettinad Hos. and Res. Inst.,
Kancheepuram",MBBS,Open,OBC,Allotted
2662,3112015116,142739,Deemed/Paid Seats Quota,"BV Deemed Uni. Med. College
and Hos., Sangli",MBBS,Open,EWS,Allotted
2663,3905105092,142819,All India,"DR. R. AHMED DENT.COLL &
HOSP,KOLKATA",BDS,ST,ST,Allotted
2664,3905106129,142905,B.Sc Nursing All India,"College of Nursing BHU,
VARANASI",B.Sc. Nursing,SC,SC,Allotted
2665,4408103384,143365,Deemed/Paid Seats Quota,"SBKS Med. Inst. and Res.
Centre, Sumandeep Vidyapeeth",MBBS,Open,GN,Allotted
2666,2702040252,143406,All India,"Govt Dental College RIMS
Kadapa",BDS,ST,ST,Allotted
2667,2001204443,144064,IP University Quota,ESIC Dental College and Hospital,BDS,SC,SC,Allotted
2668,4117002473,144704,Deemed/Paid Seats Quota,"VELS MEDICAL COLLEGE &
HOSPITAL",MBBS,Open,OBC,Allotted
2669,1504008155,145564,Deemed/Paid Seats Quota,"Sri Siddhartha Medical College
DU, Tumkur",MBBS,Open,GN,Allotted
2670,4205010199,146052,All India,"Government Dental College
Hyderabad",BDS,ST,ST,Allotted
2671,2812016148,146285,Deemed/Paid Seats Quota,"Sri Siddhartha Medical College
DU, Tumkur",MBBS,Open,GN,Allotted
2672,3701004275,146530,Internal -Puducherry UT Domicile,JIPMER PUDUCHERRY,MBBS,SC,SC,Allotted
2673,2702108317,146533,Deemed/Paid Seats Quota,"Sri Siddhartha Medical College
DU, Tumkur",MBBS,Open,GN,Allotted
2674,2702104841,146666,Deemed/Paid Seats Quota,"Sri Siddhartha Medical College
DU, Tumkur",MBBS,Open,OBC,Allotted
2675,4109012258,146815,Deemed/Paid Seats Quota,"Chettinad Hos. and Res. Inst.,
Kancheepuram",MBBS,Open,OBC,Allotted
2676,3903031114,146828,B.Sc Nursing All India,"College of Nursing BHU,
VARANASI",B.Sc. Nursing,ST,ST,Allotted
2677,3903126217,147365,All India,"TAMILNADU GOVT D.C. &
HOSP, CHENNAI",BDS,ST,ST,Allotted
2678,4110008349,147387,Deemed/Paid Seats Quota,"Vinayaka Missions Medical
College and Hospital, Karaikal",MBBS,Open,GN,Allotted
2679,4402014409,147699,Deemed/Paid Seats Quota,"SBKS Med. Inst. and Res.
Centre, Sumandeep Vidyapeeth",MBBS,Open,GN,Allotted
2680,2809024201,148097,Deemed/Paid Seats Quota,"Mahatma Gandhi Medical
College, Pondicherry",MBBS,Open,OBC,Allotted
2681,2806029231,148608,Deemed/Paid Seats Quota,Sri Siddhartha Academy T Begur,MBBS,Open,GN,Allotted
2682,4101101256,148649,Deemed/Paid Seats Quota,"VELS MEDICAL COLLEGE &
HOSPITAL",MBBS,Open,OBC,Allotted
2683,3903224363,148686,B.Sc Nursing All India,"College of Nursing BHU,
VARANASI",B.Sc. Nursing,SC,SC,Allotted
2684,2708028218,149145,Deemed/Paid Seats Quota,"Sri Siddhartha Medical College
DU, Tumkur",MBBS,Open,GN,Allotted
2685,3903137177,149814,Open Seat Quota,"IMS BHU Dental, Varanasi",BDS,ST,ST,Allotted
2686,4109006702,150051,Deemed/Paid Seats Quota,"VMKV Medical College and
Hospital, Salem",MBBS,Open,OBC,Allotted
2687,3903228260,150209,B.Sc Nursing All India,"College of Nursing BHU,
VARANASI",B.Sc. Nursing,SC,SC,Allotted
2688,2304005438,150541,Deemed/Paid Seats Quota,"MM College of Dental Scie. and
Res., Mullana",BDS,Open,GN,Allotted
2689,2001305629,150621,B.Sc Nursing Delhi NCR,"College of Nursing Florence
Nightingale CON, New Delhi",B.Sc. Nursing,Open,GN,Allotted
2690,4201101081,150783,All India,"Burdwan Dental College &
Hospital, Burdwan",BDS,ST,ST,Allotted
2691,2705115263,151000,Deemed/Paid Seats Quota,"Sri Siddhartha Medical College
DU, Tumkur",MBBS,Open,OBC,Allotted
2692,2001323012,151101,B.Sc Nursing Delhi NCR,"College of Nursing Florence
Nightingale CON, New Delhi",B.Sc. Nursing,Open,GN,Allotted
2693,2811030251,151641,Deemed/Paid Seats Quota,"B.L.D.E University, Bijapur",MBBS,Open,GN,Allotted
2694,4201010126,151670,All India,"GOVT DEN COLL DENTAL
WING PATIALA",BDS,ST,ST,Allotted
2695,2803001114,151806,Deemed/Paid Seats Quota,"Manipal College of Dental Sce.,
Manipal",BDS,Open,OBC,Allotted
2696,2401005294,152027,All India,"GDC,PT.BDS UNIV.OF HEALTH
SCI,ROHTAK",BDS,ST,ST,Allotted
2697,3903206091,152030,All India,"GOVT. DENTAL COLL.& HOSP.,
JAMNAGAR",BDS,ST,ST,Allotted
2698,2001313128,152193,B.Sc Nursing Delhi NCR,"College of Nursing Florence
Nightingale CON, New Delhi",B.Sc. Nursing,Open,GN,Allotted
2699,3107005214,152842,Deemed/Paid Seats Quota,"SBKS Med. Inst. and Res.
Centre, Sumandeep Vidyapeeth",MBBS,Open,GN,Allotted
2700,3003106152,152972,Deemed/Paid Seats Quota,"B.L.D.E University, Bijapur",MBBS,Open,OBC,Allotted
2701,3905002628,153006,All India,"GOVT. DENTAL COLLEGE &
HOSP.,AURANGABAD",BDS,ST,ST,Allotted
2702,3609001032,153209,Deemed/Paid Seats Quota,"Indira Gandhi Dental College and
SBV, Pondycherry",BDS,Open,GN,Allotted
2703,4111003383,153752,Deemed/Paid Seats Quota,"BHAARATH MEDICAL
COLLEGE AND HOSPITAL",MBBS,Open,OBC,Allotted
2704,2001001003,153837,B.Sc Nursing All India,"College of Nursing BHU,
VARANASI",B.Sc. Nursing,SC,SC,Allotted
2705,4411011129,153979,B.Sc Nursing All India,"College of Nursing BHU,
VARANASI",B.Sc. Nursing,SC,SC,Allotted
2706,2001028063,154136,B.Sc Nursing All India,"College of Nursing BHU,
VARANASI",B.Sc. Nursing,SC,SC,Allotted
2707,2001211361,154286,B.Sc Nursing Delhi NCR,"College of Nursing Florence
Nightingale CON, New Delhi",B.Sc. Nursing,Open,GN,Allotted
2708,4101002287,155014,Deemed/Paid Seats Quota,"Meenakshi Ammal Dental College
and Host., Chennai1",BDS,Open,EWS,Allotted
2709,4109016086,155115,Deemed/Paid Seats Quota,"VMKV Medical College and
Hospital, Salem",MBBS,Open,OBC,Allotted
2710,2101001590,155218,Deemed/Paid Seats Quota,"KLE VK Inst. of Dental Scie.
Belagavi",BDS,Open,GN,Allotted
2711,2001004342,155329,B.Sc Nursing Delhi NCR,"College of Nursing Florence
Nightingale CON, New Delhi",B.Sc. Nursing,Open,GN,Allotted
2712,4102002308,155427,Deemed/Paid Seats Quota,"Sri Ramachandra Med. College
and Res. Inst., Chennai",MBBS,Open,OBC,Allotted
2713,3903008371,155613,Deemed/Paid Seats Quota,"SBKS Med. Inst. and Res.
Centre, Sumandeep Vidyapeeth",MBBS,Open,OBC,Allotted
2714,4101004161,155653,Deemed/Paid Seats Quota,"Sri Siddhartha Medical College
DU, Tumkur",MBBS,Open,OBC,Allotted
2715,2702103211,155753,Deemed/Paid Seats Quota,"Raja Rajeswari Medical College
Bengaluru",MBBS,Open,GN,Allotted
2716,3102013038,155878,Deemed/Paid Seats Quota,"MGM Medical College,
Aurangabad",MBBS,Open,OBC,Allotted
2717,2805006029,156018,Deemed/Paid Seats Quota,"Sri Siddhartha Medical College
DU, Tumkur",MBBS,Open,OBC,Allotted
2718,4101103643,156509,Deemed/Paid Seats Quota,"SRI LALITHAMBIGAI MEDICAL
COLLEGE & HOSPITAL",MBBS,Open,GN,Allotted
2719,4111005002,156620,Deemed/Paid Seats Quota,"Sri Ramachandra Med. College
and Res. Inst., Chennai",MBBS,Open,OBC,Allotted
2720,4117002841,157413,Deemed/Paid Seats Quota,Sri Siddhartha Academy T Begur,MBBS,Open,OBC,Allotted
2721,4102003315,157663,Deemed/Paid Seats Quota,"Meenakshi Medical College
Hospital and Research Institute,
Kanchipuram",MBBS,Open,GN,Allotted
2722,3901005282,157759,All India,"GOA DENTAL COLLEGE &
HOSPITAL, GOA",BDS,ST,ST,Allotted
2723,4101004421,157875,Deemed/Paid Seats Quota,"BHAARATH MEDICAL
COLLEGE AND HOSPITAL",MBBS,Open,OBC,Allotted
2724,2001302418,158051,Deemed/Paid Seats Quota,"MM Inst. Med. and Research,
Mullana",MBBS,Open,GN,Allotted
2725,3122002450,158423,Deemed/Paid Seats Quota,"MGM Medical College,
Aurangabad",MBBS,Open,GN,Allotted
2726,4101007271,158690,Deemed/Paid Seats Quota,"Sri Ramachandra Med. College
and Res. Inst., Chennai",MBBS,Open,GN,Allotted
2727,2601002020,158925,B.Sc Nursing All India,"College of Nursing Bhopal
Nursing College, BMHRC,
BHOPAL",B.Sc. Nursing,SC,SC,Allotted
2728,4202009072,159347,All India,"GOVT DENTAL COLLEGE
Kannur",BDS,ST,ST,Allotted
2729,3110109326,159961,Deemed/Paid Seats Quota,Sri Siddhartha Academy T Begur,MBBS,Open,GN,Allotted
2730,4101101044,160160,Deemed/Paid Seats Quota,"BHAARATH MEDICAL
COLLEGE AND HOSPITAL",MBBS,Open,OBC,Allotted
2731,4608105518,160689,Open Seat Quota,"AIIMS, Kalyani",MBBS,Open PwD,EWS PwD,Allotted
2732,2809023123,161594,Deemed/Paid Seats Quota,"Aarupadai Veedu Medical College
and Hospt., Puducherry",MBBS,Open,OBC,Allotted
2733,4109006758,162183,Deemed/Paid Seats Quota,"Raja Rajeswari Medical College
Bengaluru",MBBS,Open,OBC,Allotted
2734,4101102660,162327,Deemed/Paid Seats Quota,"Sree Balaji Medical College and
Hospital, Chennai",MBBS,Open,OBC,Allotted
2735,4101011073,162800,Deemed/Paid Seats Quota,"SRM Medical College and
Hospital, Chennai",MBBS,Open,GN,Allotted
2736,2708011015,162947,Deemed/Paid Seats Quota,"Sri Siddhartha Medical College
DU, Tumkur",MBBS,Open,GN,Allotted
2737,3903215350,163487,B.Sc Nursing All India,"College of Nursing BHU,
VARANASI",B.Sc. Nursing,SC,SC,Allotted
2738,4113001701,163774,Deemed/Paid Seats Quota,"BHAARATH MEDICAL
COLLEGE AND HOSPITAL",MBBS,Open,OBC,Allotted
2739,4208004412,163775,All India,"Government Dental College,
Alappuzha",BDS,ST,ST,Allotted
2740,4112013144,164415,Deemed/Paid Seats Quota,"SRI LALITHAMBIGAI MEDICAL
COLLEGE & HOSPITAL",MBBS,Open,OBC,Allotted
2741,2001103113,164508,B.Sc Nursing All India,"College of Nursing BHU,
VARANASI",B.Sc. Nursing,SC,SC,Allotted
2742,4109012487,164580,Deemed/Paid Seats Quota,"Sri Lakshmi Narayana Inst. of
Med. Scien., Puducherry",MBBS,Open,GN,Allotted
2743,4607020043,165083,B.Sc Nursing All India,"College of Nursing BHU,
VARANASI",B.Sc. Nursing,SC,SC,Allotted
2744,1502102199,165153,All India,"PATNA MEDICAL COLLEGE,
PATNA",MBBS,OBC PwD,OBC PwD,Allotted
2745,2603019033,165408,All India,"NORTH BENGAL
MED.COLL,DARJEELING",MBBS,Open PwD,OBC PwD,Allotted
2746,2001105158,165542,B.Sc Nursing All India,"College of Nursing Bhopal
Nursing College, BMHRC,
BHOPAL",B.Sc. Nursing,SC,SC,Allotted
2747,4114003155,166115,Deemed/Paid Seats Quota,"Meenakshi Medical College
Hospital and Research Institute,
Kanchipuram",MBBS,Open,GN,Allotted
2748,3903037268,166938,B.Sc Nursing All India,"College of Nursing BHU,
VARANASI",B.Sc. Nursing,ST,ST,Allotted
2749,2702008389,166996,Deemed/Paid Seats Quota,"Sri Siddhartha Medical College
DU, Tumkur",MBBS,Open,OBC,Allotted
2750,3110002222,167182,Deemed/Paid Seats Quota,"BVDU Dental College and
Hospital, Navi Mumbai",BDS,Open,GN,Allotted
2751,4101002675,167465,Deemed/Paid Seats Quota,"Chettinad Hos. and Res. Inst.,
Kancheepuram",MBBS,Open,OBC,Allotted
2752,3903005013,167577,All India,"GOVT. DENTAL COLLEGE &
HOSP.,MUMBAI",BDS,ST,ST,Allotted
2753,2702106761,168016,Deemed/Paid Seats Quota,"Raja Rajeswari Medical College
Bengaluru",MBBS,Open,OBC,Allotted
