Round,Allotted Institute,Course,Allotted Quota,Allotted Category,Opening_Rank,Closing_Rank,Allotted_Count
Round 1,"AB Shetty Memorial Inst. of
Dental Sce., Mangaluru",BDS,Deemed/Paid Seats Quota,Open,15321,907423,78
Round 1,"ACS Medical College and
Hospital, Chennai",MBBS,Deemed/Paid Seats Quota,Open,249759,896223,128
Round 1,"ACS Medical College and
Hospital, Chennai",MBBS,Non-Resident Indian,Open,494117,494117,1
Round 1,"ACSR Govt Medical College,
Nellore",MBBS,All India,EWS,13204,13783,3
Round 1,"ACSR Govt Medical College,
Nellore",MBBS,All India,OBC,12238,13566,7
Round 1,"ACSR Govt Medical College,
Nellore",MBBS,All India,Open,8325,11266,10
Round 1,"ACSR Govt Medical College,
Nellore",MBBS,All India,SC,33919,68179,4
Round 1,"ACSR Govt Medical College,
Nellore",MBBS,All India,ST,92214,94005,2
Round 1,"AGARTALA GOVT. MEDICAL
COLLEGE,AGARTALA",MBBS,All India,EWS,13508,13537,2
Round 1,"AGARTALA GOVT. MEDICAL
COLLEGE,AGARTALA",MBBS,All India,OBC,13958,14655,5
Round 1,"AGARTALA GOVT. MEDICAL
COLLEGE,AGARTALA",MBBS,All India,OBC PwD,474304,474304,1
Round 1,"AGARTALA GOVT. MEDICAL
COLLEGE,AGARTALA",MBBS,All India,Open,5346,13005,6
Round 1,"AGARTALA GOVT. MEDICAL
COLLEGE,AGARTALA",MBBS,All India,SC,67811,74848,3
Round 1,"AGARTALA GOVT. MEDICAL
COLLEGE,AGARTALA",MBBS,All India,ST,75095,97945,2
Round 1,AIIMS Bathinda,MBBS,Open Seat Quota,EWS,2158,2783,9
Round 1,AIIMS Bathinda,MBBS,Open Seat Quota,EWS PwD,268153,268153,1
Round 1,AIIMS Bathinda,MBBS,Open Seat Quota,OBC,2042,2863,25
Round 1,AIIMS Bathinda,MBBS,Open Seat Quota,OBC PwD,254249,259108,2
Round 1,AIIMS Bathinda,MBBS,Open Seat Quota,Open,1103,2016,38
Round 1,AIIMS Bathinda,MBBS,Open Seat Quota,Open PwD,46617,61735,2
Round 1,AIIMS Bathinda,MBBS,Open Seat Quota,SC,12379,23105,14
Round 1,AIIMS Bathinda,MBBS,Open Seat Quota,SC PwD,332292,332292,1
Round 1,AIIMS Bathinda,MBBS,Open Seat Quota,ST,29185,43789,7
Round 1,AIIMS Bathinda,MBBS,Open Seat Quota,ST PwD,680732,680732,1
Round 1,"AIIMS Bilaspur Changar
Palasiyan, Himachal Pradesh",MBBS,Open Seat Quota,EWS,4190,4525,5
Round 1,"AIIMS Bilaspur Changar
Palasiyan, Himachal Pradesh",MBBS,Open Seat Quota,OBC,3818,4767,13
Round 1,"AIIMS Bilaspur Changar
Palasiyan, Himachal Pradesh",MBBS,Open Seat Quota,Open,1693,3773,21
Round 1,"AIIMS Bilaspur Changar
Palasiyan, Himachal Pradesh",MBBS,Open Seat Quota,Open PwD,169152,169152,1
Round 1,"AIIMS Bilaspur Changar
Palasiyan, Himachal Pradesh",MBBS,Open Seat Quota,SC,21841,31476,7
Round 1,"AIIMS Bilaspur Changar
Palasiyan, Himachal Pradesh",MBBS,Open Seat Quota,ST,47408,54660,3
Round 1,AIIMS Guahawti,MBBS,Open Seat Quota,EWS,5503,6083,5
Round 1,AIIMS Guahawti,MBBS,Open Seat Quota,OBC,4809,5760,13
Round 1,AIIMS Guahawti,MBBS,Open Seat Quota,OBC PwD,214715,214715,1
Round 1,AIIMS Guahawti,MBBS,Open Seat Quota,Open,1718,4660,19
Round 1,AIIMS Guahawti,MBBS,Open Seat Quota,Open PwD,108712,108712,1
Round 1,AIIMS Guahawti,MBBS,Open Seat Quota,SC,19062,39563,7
Round 1,AIIMS Guahawti,MBBS,Open Seat Quota,SC PwD,426206,426206,1
Round 1,AIIMS Guahawti,MBBS,Open Seat Quota,ST,44208,56948,3
Round 1,AIIMS Jammu,MBBS,Open Seat Quota,EWS,5242,5940,6
Round 1,AIIMS Jammu,MBBS,Open Seat Quota,OBC,5019,6066,16
Round 1,AIIMS Jammu,MBBS,Open Seat Quota,Open,131,4999,26
Round 1,AIIMS Jammu,MBBS,Open Seat Quota,Open PwD,200224,200224,1
Round 1,AIIMS Jammu,MBBS,Open Seat Quota,SC,10914,41780,9
Round 1,AIIMS Jammu,MBBS,Open Seat Quota,ST,60436,63705,4
Round 1,AIIMS Mangalagiri,MBBS,Open Seat Quota,EWS,3304,4440,12
Round 1,AIIMS Mangalagiri,MBBS,Open Seat Quota,OBC,3052,4389,32
Round 1,AIIMS Mangalagiri,MBBS,Open Seat Quota,OBC PwD,232670,232670,1
Round 1,AIIMS Mangalagiri,MBBS,Open Seat Quota,Open,897,2999,51
Round 1,AIIMS Mangalagiri,MBBS,Open Seat Quota,Open PwD,110388,154442,2
Round 1,AIIMS Mangalagiri,MBBS,Open Seat Quota,SC,12143,27923,18
Round 1,AIIMS Mangalagiri,MBBS,Open Seat Quota,ST,29202,45782,9
Round 1,AIIMS Rajkot,MBBS,Open Seat Quota,EWS,3881,4385,4
Round 1,AIIMS Rajkot,MBBS,Open Seat Quota,EWS PwD,355377,355377,1
Round 1,AIIMS Rajkot,MBBS,Open Seat Quota,OBC,3150,4164,13
Round 1,AIIMS Rajkot,MBBS,Open Seat Quota,OBC PwD,273893,273893,1
Round 1,AIIMS Rajkot,MBBS,Open Seat Quota,Open,118,3149,18
Round 1,AIIMS Rajkot,MBBS,Open Seat Quota,Open PwD,123895,123895,1
Round 1,AIIMS Rajkot,MBBS,Open Seat Quota,SC,23560,31948,8
Round 1,AIIMS Rajkot,MBBS,Open Seat Quota,ST,44428,49747,4
Round 1,"AIIMS, Bhubaneswar",MBBS,Open Seat Quota,EWS,563,1419,12
Round 1,"AIIMS, Bhubaneswar",MBBS,Open Seat Quota,OBC,610,1254,31
Round 1,"AIIMS, Bhubaneswar",MBBS,Open Seat Quota,OBC PwD,105841,132101,2
Round 1,"AIIMS, Bhubaneswar",MBBS,Open Seat Quota,Open,78,538,48
Round 1,"AIIMS, Bhubaneswar",MBBS,Open Seat Quota,Open PwD,18748,25304,3
Round 1,"AIIMS, Bhubaneswar",MBBS,Open Seat Quota,SC,1018,7136,18
Round 1,"AIIMS, Bhubaneswar",MBBS,Open Seat Quota,SC PwD,306955,306955,1
Round 1,"AIIMS, Bhubaneswar",MBBS,Open Seat Quota,ST,12099,27803,9
Round 1,"AIIMS, Bhubaneswar",MBBS,Open Seat Quota,ST PwD,274155,274155,1
Round 1,"AIIMS, Bibi Nagar, Hyderabad",MBBS,Open Seat Quota,EWS,3824,5199,9
Round 1,"AIIMS, Bibi Nagar, Hyderabad",MBBS,Open Seat Quota,EWS PwD,322415,322415,1
Round 1,"AIIMS, Bibi Nagar, Hyderabad",MBBS,Open Seat Quota,OBC,3079,4716,24
Round 1,"AIIMS, Bibi Nagar, Hyderabad",MBBS,Open Seat Quota,OBC PwD,210507,264094,2
Round 1,"AIIMS, Bibi Nagar, Hyderabad",MBBS,Open Seat Quota,Open,453,2840,39
Round 1,"AIIMS, Bibi Nagar, Hyderabad",MBBS,Open Seat Quota,Open PwD,59029,118640,2
Round 1,"AIIMS, Bibi Nagar, Hyderabad",MBBS,Open Seat Quota,SC,12888,33615,14
Round 1,"AIIMS, Bibi Nagar, Hyderabad",MBBS,Open Seat Quota,SC PwD,188200,188200,1
Round 1,"AIIMS, Bibi Nagar, Hyderabad",MBBS,Open Seat Quota,ST,16663,49235,7
Round 1,"AIIMS, Bibi Nagar, Hyderabad",MBBS,Open Seat Quota,ST PwD,698846,698846,1
Round 1,"AIIMS, Deogarh",MBBS,Open Seat Quota,EWS,5111,5768,9
Round 1,"AIIMS, Deogarh",MBBS,Open Seat Quota,OBC,4892,5581,25
Round 1,"AIIMS, Deogarh",MBBS,Open Seat Quota,OBC PwD,260407,273883,2
Round 1,"AIIMS, Deogarh",MBBS,Open Seat Quota,Open,1990,4841,39
Round 1,"AIIMS, Deogarh",MBBS,Open Seat Quota,Open PwD,227614,240101,2
Round 1,"AIIMS, Deogarh",MBBS,Open Seat Quota,SC,27168,41469,14
Round 1,"AIIMS, Deogarh",MBBS,Open Seat Quota,SC PwD,479891,479891,1
Round 1,"AIIMS, Deogarh",MBBS,Open Seat Quota,ST,58787,65960,8
Round 1,"AIIMS, Gorakhpur",MBBS,Open Seat Quota,EWS,3129,4387,13
Round 1,"AIIMS, Gorakhpur",MBBS,Open Seat Quota,OBC,3080,3906,33
Round 1,"AIIMS, Gorakhpur",MBBS,Open Seat Quota,OBC PwD,182106,182106,1
Round 1,"AIIMS, Gorakhpur",MBBS,Open Seat Quota,Open,1197,3077,49
Round 1,"AIIMS, Gorakhpur",MBBS,Open Seat Quota,Open PwD,93165,99121,2
Round 1,"AIIMS, Gorakhpur",MBBS,Open Seat Quota,SC,23396,33320,17
Round 1,"AIIMS, Gorakhpur",MBBS,Open Seat Quota,SC PwD,285745,285745,1
Round 1,"AIIMS, Gorakhpur",MBBS,Open Seat Quota,ST,16631,54028,9
Round 1,"AIIMS, Jodhpur",MBBS,Open Seat Quota,EWS,650,1191,12
Round 1,"AIIMS, Jodhpur",MBBS,Open Seat Quota,OBC,655,1234,33
Round 1,"AIIMS, Jodhpur",MBBS,Open Seat Quota,OBC PwD,68569,68569,1
Round 1,"AIIMS, Jodhpur",MBBS,Open Seat Quota,Open,145,633,48
Round 1,"AIIMS, Jodhpur",MBBS,Open Seat Quota,Open PwD,41843,57359,3
Round 1,"AIIMS, Jodhpur",MBBS,Open Seat Quota,SC,1117,7840,18
Round 1,"AIIMS, Jodhpur",MBBS,Open Seat Quota,SC PwD,281039,281039,1
Round 1,"AIIMS, Jodhpur",MBBS,Open Seat Quota,ST,8502,15879,9
Round 1,"AIIMS, Kalyani",MBBS,Open Seat Quota,EWS,3741,5133,11
Round 1,"AIIMS, Kalyani",MBBS,Open Seat Quota,EWS PwD,160689,160689,1
Round 1,"AIIMS, Kalyani",MBBS,Open Seat Quota,OBC,3506,4662,33
Round 1,"AIIMS, Kalyani",MBBS,Open Seat Quota,OBC PwD,145130,145130,1
Round 1,"AIIMS, Kalyani",MBBS,Open Seat Quota,Open,594,3420,48
